Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited,CreditScore,Age,Tenure,Balance,EstimatedSalary
France,Female,2,1,1,0,-0.5952375905225558,-0.6600184841162697,-0.695981771888179,-1.2258476714090278,0.9022825605770823
France,Male,1,0,1,1,1.4223836731210155,1.533114102013669,-0.695981771888179,-1.2258476714090278,-1.5093962169771968
France,Female,1,1,0,1,1.2361417103231473,2.9634179625331942,1.378685672134612,0.5489765700895718,-1.3463167771886824
France,Male,1,0,1,0,0.8119239061724478,2.6773571904292894,-1.0417596792253108,0.2839668831822796,0.040008962815332644
France,Male,1,0,1,1,-1.0918828246502041,0.7702853764032556,1.03290776479748,0.46970007898379446,-0.5609698582525648
France,Male,1,1,1,0,-0.5538504876785851,0.1981638321954454,-0.35020386455104724,1.2294770330256837,-0.13910991739118103
France,Male,2,0,0,0,-1.1746570303381456,-0.08789693990845966,-0.695981771888179,-1.2258476714090278,0.711779971018079
France,Male,1,1,1,0,0.8429642333054258,3.8216002788449095,1.7244635794717436,-0.2351923614195066,0.07186109108132237
France,Male,1,1,0,0,-1.1229231517831821,-0.4693113027136664,1.03290776479748,0.3947504264482551,1.6746444170800245
Germany,Female,1,0,1,0,0.3877061020217482,0.6749317857019538,-1.7333154938995745,-0.03249719553227751,-1.6210709882566499
Germany,Male,2,0,0,0,-1.1229231517831821,-0.5646648934149681,1.03290776479748,1.0639657212454554,-0.388685550907737
Germany,Male,2,0,1,0,1.0705932989472646,-0.3739577120123647,0.3413519501232164,0.35419991786088867,0.10479655409513154
France,Female,1,1,1,1,1.029206196103294,-0.18325053060976135,0.3413519501232164,-1.2258476714090278,0.3105286044163813
France,Male,2,1,1,0,0.8326174575944332,-0.8507256655188732,0.6871298574603482,-1.2258476714090278,1.46922171708243
France,Female,1,1,0,1,0.5015206348426676,0.38887101359804876,-0.695981771888179,0.06856622677182034,1.726525022540094
France,Female,1,0,1,1,-1.2056973574711236,0.2935174228967471,1.378685672134612,1.0949092602592685,-1.5233955798251448
Spain,Male,2,1,0,0,-1.6195683859108305,-1.1367864376227783,-1.0417596792253108,-1.2258476714090278,-1.3508749559598858
Germany,Male,2,1,1,0,-1.5885280587778525,-0.3739577120123647,0.6871298574603482,0.5379936732231525,-0.12525610047965763
France,Female,1,0,1,0,-0.19171333779384153,-1.0414328469214764,-0.004425957213915414,0.6796282790850048,0.7836827936319523
France,Male,1,1,0,1,0.7601900276174844,-0.7553720748175714,-0.004425957213915414,-1.2258476714090278,0.605132185970523
Germany,Female,1,1,1,0,1.0395529718142866,-0.18325053060976135,-1.7333154938995745,1.1977553778782817,0.16031006959556202
France,Male,1,0,1,0,0.8533110090164185,0.2935174228967471,1.378685672134612,1.1863477626279257,1.2150369550224218
Spain,Female,2,1,1,0,0.522214186264653,-1.7089079818305883,1.378685672134612,-1.2258476714090278,-1.2826617315288755
Germany,Male,2,0,0,0,-1.2988183388700576,-0.5646648934149681,-0.35020386455104724,0.8740843891371323,-0.7828060360746693
Germany,Female,1,0,0,1,0.16007703637990936,0.48422460429935044,-1.0417596792253108,0.7345001313076192,-0.5480206171609703
France,Male,2,1,1,0,0.025568952137004615,-0.9460792562201749,-1.0417596792253108,-1.2258476714090278,-1.015838122040974
France,Male,2,1,1,0,2.063883767202561,-1.0414328469214764,-0.35020386455104724,-1.2258476714090278,-1.5246889737022369
Germany,Female,2,0,1,0,-0.0468584778399441,1.247053329909764,0.3413519501232164,0.5650118527428634,-0.5516323126203949
France,Male,1,1,1,0,1.029206196103294,0.38887101359804876,0.3413519501232164,0.5993565045210216,-0.4438686753935836
France,Male,1,1,0,0,1.1740610560571914,-1.4228472097266833,0.6871298574603482,0.3471907823572315,-1.2736830948725482
France,Female,2,1,0,0,0.07730283069196799,-0.6600184841162697,1.378685672134612,-1.2258476714090278,0.9856869899686502
France,Male,1,1,1,0,0.7912303547504624,-0.6600184841162697,-1.3875375865624426,-0.2758917618478834,-0.940237354523869
France,Female,2,0,1,0,0.3773593263107555,-0.7553720748175714,-1.0417596792253108,-1.2258476714090278,0.7880895142064702
Spain,Male,2,1,1,0,-0.20206011350483422,-0.5646648934149681,-1.0417596792253108,-1.2258476714090278,1.0116677221254695
France,Male,1,1,1,0,1.5155046545199495,-0.8507256655188732,1.7244635794717436,-0.11335091441779774,-0.4425964960974281
Spain,Male,2,1,1,0,-0.005471374995973408,-1.3274936190253817,0.6871298574603482,1.3480909408516522,-1.2467690950445331
Spain,Male,1,1,1,0,2.063883767202561,-1.6135543911292867,-0.695981771888179,-1.2258476714090278,0.770251007769058
France,Female,1,1,0,1,0.2635447934898361,0.10281024149414371,-1.0417596792253108,1.143014787676967,-0.08536573271885084
Spain,Male,2,1,1,0,-0.3158746463257536,0.48422460429935044,1.03290776479748,-1.2258476714090278,-1.468722474731811
France,Female,2,0,0,1,-0.7711327776094312,1.247053329909764,1.378685672134612,1.502424466122115,0.8414073205799796
France,Female,1,0,1,0,-1.7437296944427425,-0.3739577120123647,-1.0417596792253108,0.9075485115562919,-0.35008040419366143
Spain,Female,2,0,0,0,0.4601335319986969,0.0074566507928420294,-0.004425957213915414,-1.2258476714090278,0.046488626171352534
France,Male,2,1,0,0,0.5739480648196164,-1.9949687539344934,-1.0417596792253108,1.5971592639633838,0.5140880729817308
France,Female,2,1,1,0,0.18077058780189473,-0.6600184841162697,-1.0417596792253108,-1.2258476714090278,-1.0335658605434968
Germany,Male,1,1,1,0,0.2945851206228141,-0.3739577120123647,-1.3875375865624426,0.5410630248347627,1.3598346427439585
France,Female,2,1,0,0,0.5429077376866382,0.5795781950006521,-0.004425957213915414,-1.2258476714090278,0.5532519282904684
Spain,Male,1,1,1,0,0.20146413922388007,2.6773571904292894,0.3413519501232164,1.3179681500809104,0.3219949115225172
France,Female,1,0,1,0,-0.6262779176555339,3.5355395067410043,-0.004425957213915414,1.3541911790136854,-1.4996562898672652
Spain,Male,2,0,1,0,-0.38830207630270236,-0.3739577120123647,-0.35020386455104724,0.7544242316468854,1.2313700956633855
France,Female,1,1,1,1,0.9464319904153525,2.0098820555201775,-0.35020386455104724,-1.2258476714090278,-1.5116011422745248
France,Female,1,1,0,1,-0.4400359548576657,-0.5646648934149681,-0.35020386455104724,-1.2258476714090278,-0.36144533342532237
France,Male,1,1,1,0,-0.8228666561643946,0.10281024149414371,1.7244635794717436,0.5835625901266766,0.3705994292379767
France,Female,1,0,0,0,-0.5745440391005705,0.0074566507928420294,0.6871298574603482,0.7128255501421816,-1.3352184213387883
Germany,Male,1,1,0,0,0.9774723175483306,0.8656389671045572,1.7244635794717436,0.3135328921923441,-0.44480350807484836
France,Female,2,0,1,0,-0.6366246933665265,-1.7089079818305883,-0.695981771888179,-1.2258476714090278,-0.7736157752790005
France,Male,2,1,1,0,1.0188594203923014,-0.18325053060976135,1.7244635794717436,1.7401883885643423,0.5988185875718331
France,Female,2,1,1,0,0.2842383449118215,-1.6135543911292867,0.3413519501232164,0.66639181044631,1.6577590017746833
France,Male,2,1,1,0,-0.4917698334126291,0.6749317857019538,-1.0417596792253108,-1.2258476714090278,-0.7047196847878477
France,Female,1,1,1,0,-1.5161006288009038,3.2494787346370995,1.03290776479748,-1.2258476714090278,-1.1388866909424795
Germany,Male,3,1,1,1,0.9153916632823745,0.10281024149414371,-0.004425957213915414,1.1642915760012986,-0.6964859929244032
France,Female,2,1,0,0,-0.4814230577016364,-0.4693113027136664,0.6871298574603482,-1.2258476714090278,1.6159815796505794
France,Female,1,1,1,0,-0.398648852013695,-0.3739577120123647,-0.695981771888179,-1.2258476714090278,-0.9039066891101916
Spain,Female,2,0,0,0,-0.22275366492681956,0.48422460429935044,0.3413519501232164,0.785762518351127,-0.3652990837754315
Spain,Female,2,1,0,0,0.01522217642601194,0.2935174228967471,-0.695981771888179,0.11228882073838307,-1.081180596335266
France,Male,1,0,0,0,-0.8849473104303507,-0.4693113027136664,0.6871298574603482,-1.2258476714090278,-0.4433569171009942
France,Female,1,1,0,1,0.584294840530609,0.9609925578058589,1.7244635794717436,-1.2258476714090278,-0.2977391641032587
France,Male,1,1,1,0,-0.05720525355093678,-0.8507256655188732,-1.3875375865624426,0.7893891325366791,1.6232804388327597
Germany,Female,1,0,1,1,1.153367504635206,-0.4693113027136664,1.03290776479748,0.35431114599615354,1.5945722419055468
Spain,Female,1,1,0,0,-0.11928590781689281,0.0074566507928420294,-1.3875375865624426,1.046622466240728,-0.13275249871055714
Germany,Male,1,0,0,0,0.6049883919525944,-1.6135543911292867,-1.7333154938995745,0.5844096228282253,0.9588522839841351
France,Male,1,1,0,0,1.7845208230057592,-0.4693113027136664,-0.695981771888179,0.4579175896579567,-1.5801788401616235
Germany,Female,1,0,1,1,1.7224401687398032,0.6749317857019538,-1.7333154938995745,0.20197363685910347,-0.21124836096545493
Germany,Female,1,0,0,0,0.1497302606689167,-1.1367864376227783,-1.0417596792253108,1.1371245046405773,1.520108541148633
Germany,Male,1,1,0,0,-0.0468584778399441,0.0074566507928420294,-1.7333154938995745,1.2493767721595315,1.242075807875948
France,Male,2,1,1,0,-0.8539069832973727,-0.8507256655188732,1.03290776479748,-0.05499733307343458,-1.2707575693834121
France,Female,1,1,0,1,2.063883767202561,2.200589236922781,-1.3875375865624426,0.7723858125101892,-0.5073108796839957
Germany,Male,2,1,0,0,-1.8368506758416767,0.10281024149414371,1.03290776479748,1.2195084918769752,-0.4697909805078242
France,Female,1,1,1,0,0.8326174575944332,0.1981638321954454,1.378685672134612,1.2141765933121462,-0.19661134345936027
France,Male,1,1,0,0,-0.3262214220367463,-1.3274936190253817,-0.35020386455104724,-1.2258476714090278,0.7900539496231822
Germany,Male,2,1,1,0,0.6670690462185503,0.2935174228967471,-1.0417596792253108,0.18647670479133735,-1.369505879162276
Germany,Female,1,0,1,1,1.2568352617451328,1.1516997392084622,1.378685672134612,1.0809488471148228,-0.9288287789002813
France,Female,2,1,0,0,0.36701255059976284,-0.7553720748175714,-1.3875375865624426,-1.2258476714090278,-1.6569629291809616
Germany,Female,3,1,0,1,1.0188594203923014,-0.9460792562201749,0.6871298574603482,0.9708126387744013,0.05017561600410049
France,Female,1,1,1,1,1.3499562431440668,-1.1367864376227783,0.6871298574603482,1.7641465121955628,1.3038455380725351
Spain,Male,2,1,1,0,0.25319801777884343,2.5820035997279875,-0.004425957213915414,0.6277591057012769,0.5543721277199151
Spain,Male,2,1,0,0,0.8222706818834405,-0.9460792562201749,-1.0417596792253108,-1.2258476714090278,-1.4939959962274134
Spain,Male,1,0,0,0,0.33597222346678485,-0.08789693990845966,-0.695981771888179,0.7960176242056762,-1.4730481625627518
Germany,Female,1,0,1,1,-0.99876184325127,1.1516997392084622,0.6871298574603482,0.4682483434661732,1.3860346502004572
France,Male,1,1,1,1,0.7394964761954991,0.6749317857019538,0.3413519501232164,-1.2258476714090278,-0.10733464850858418
Germany,Male,1,1,1,0,0.3980528777327409,2.6773571904292894,1.378685672134612,1.2919274639286065,-0.01043739786142788
Germany,Male,2,1,1,0,1.505157878808957,0.10281024149414371,-1.0417596792253108,0.5888758972452653,-0.933357222480172
France,Female,1,1,1,0,-2.1058668443274864,-0.6600184841162697,1.7244635794717436,-1.2258476714090278,0.8994551090522758
Germany,Male,2,1,1,0,-1.5781812830668598,-0.18325053060976135,1.03290776479748,0.5120178968616013,-1.4819808922570528
Spain,Male,1,1,1,0,0.12903670924693136,-1.1367864376227783,1.03290776479748,-1.2258476714090278,1.5288018243023644
Germany,Female,2,1,1,0,-1.5781812830668598,0.48422460429935044,-1.0417596792253108,0.7086671564857233,-0.03329123990022261
France,Female,1,1,0,0,-0.2434472163488049,-0.6600184841162697,-1.3875375865624426,-1.2258476714090278,0.11757503519918842
France,Male,2,0,1,0,-0.015818150706966082,0.5795781950006521,0.6871298574603482,-1.2258476714090278,-0.43274319270249195
Germany,Female,1,1,0,1,0.9050448875713819,-0.9460792562201749,1.378685672134612,1.0036223743401222,0.7265439282297768
Germany,Female,2,1,0,0,-0.6573182447885119,0.0074566507928420294,0.3413519501232164,0.406542211497213,-1.6169428394744285
Germany,Female,1,1,0,1,0.04626250355898996,-0.6600184841162697,0.3413519501232164,0.8726707981385212,-1.5797630691532707
Germany,Male,1,1,1,1,-0.036511702128951426,-0.18325053060976135,-0.695981771888179,0.6414706178456274,0.8594943158383601
Germany,Female,2,1,1,0,1.2982223645891036,-0.18325053060976135,-1.3875375865624426,0.2666614521543856,1.6691541878676799
Germany,Male,1,0,0,1,0.3877061020217482,-0.3739577120123647,-0.004425957213915414,0.5624279622576471,1.148990226197043
France,Male,2,1,1,0,-0.4710762819906437,-0.6600184841162697,1.378685672134612,-1.2258476714090278,-0.7714804059847429
France,Female,1,0,1,0,-0.5641972633895778,0.0074566507928420294,1.7244635794717436,0.16123913706239382,0.5508616362449583
France,Male,1,1,1,0,-2.31280235854734,-0.5646648934149681,1.03290776479748,-1.2258476714090278,-1.4994759659293055
France,Male,2,1,0,0,-0.22275366492681956,0.0074566507928420294,-1.0417596792253108,0.8523766318564213,-0.3011108913520905
Spain,Male,2,1,0,0,-1.5988748344888453,-0.9460792562201749,-1.0417596792253108,-1.2258476714090278,-0.7772996350916104
Spain,Female,1,0,1,0,0.6877625976405357,-0.27860412131106305,-1.0417596792253108,1.4115405017188996,-0.30871579694778
France,Male,2,1,1,0,1.308569140300096,-1.518200800427985,0.3413519501232164,-1.2258476714090278,1.0978587388900407
Spain,Male,1,1,1,0,-1.1953505817601309,-0.3739577120123647,1.03290776479748,0.6812167258409271,0.6163788699969643
France,Male,1,0,0,0,0.9671255418373379,-0.9460792562201749,-1.3875375865624426,-1.2258476714090278,-0.30721616952158465
France,Male,2,0,1,0,1.0809400746582574,-0.7553720748175714,-0.004425957213915414,-1.2258476714090278,1.6444871947188502
Spain,Female,1,1,0,0,-0.5952375905225558,0.5795781950006521,0.3413519501232164,0.04445696750435331,-0.7780353637140863
France,Male,1,1,0,1,-1.412632871690977,-0.08789693990845966,-0.35020386455104724,0.5728808426351315,-1.4497754194954662
France,Male,1,1,1,0,0.7291497004845064,0.10281024149414371,1.378685672134612,0.6674326108935867,1.046598920757373
Spain,Male,1,0,0,0,1.9086821315376712,-0.08789693990845966,0.6871298574603482,0.16569146789475375,1.3183597892332108
France,Female,1,0,1,0,0.32562544775579216,2.391296418325384,1.7244635794717436,0.8305377728254988,-0.5920852145560325
Germany,Female,2,0,0,0,-0.6262779176555339,0.10281024149414371,-1.0417596792253108,0.6596043298577412,-0.13723729589852132
Germany,Female,2,1,0,1,0.025568952137004615,-0.18325053060976135,-0.695981771888179,0.7893080353660106,0.600526535227224
France,Male,1,1,1,0,1.9293756829596567,0.9609925578058589,1.03290776479748,0.4297906547495393,-0.8540724212604496
France,Male,1,1,0,0,1.9707627858036272,-1.1367864376227783,1.03290776479748,-1.2258476714090278,1.2490950519257855
Spain,Male,2,0,0,0,-0.6883585719214899,-0.27860412131106305,-0.35020386455104724,0.09953156265363909,-0.2961711979040469
France,Male,1,1,0,0,1.2257949346121548,-0.9460792562201749,-0.35020386455104724,1.1056378069085908,1.5353188740100345
Spain,Male,1,0,0,0,-0.5331569362565998,-0.4693113027136664,-1.0417596792253108,0.40101061515638975,1.7030787372451481
France,Male,2,0,0,0,0.49117385913167494,0.7702853764032556,-0.004425957213915414,1.27863345796922,-1.7221123855667335
France,Male,1,1,1,0,-1.795463572997706,-1.1367864376227783,-1.3875375865624426,0.8345169834052624,0.5752794450127885
Germany,Male,2,1,1,0,-1.795463572997706,-0.4693113027136664,1.03290776479748,1.0172992679294044,1.5612816954960633
Spain,Male,1,1,1,0,0.9774723175483306,-0.4693113027136664,0.6871298574603482,0.9048687789602854,-1.187448257826043
France,Female,3,1,1,0,1.0188594203923014,-0.3739577120123647,-0.695981771888179,-1.2258476714090278,0.5661790853510882
France,Male,1,1,0,1,2.063883767202561,2.105235646221479,-1.3875375865624426,-1.2258476714090278,-0.8176727215137248
Germany,Male,2,0,1,0,-1.2677780117370796,-1.6135543911292867,-0.004425957213915414,0.2734439643392178,-1.7237485166489541
France,Male,1,1,0,0,1.029206196103294,-0.5646648934149681,-1.0417596792253108,1.2151245967993098,-0.500052015203581
France,Female,1,1,1,0,-1.1125763760721894,-0.7553720748175714,-1.0417596792253108,1.14094376467424,-1.450790067690254
Spain,Female,1,1,1,0,-0.7400924504764532,1.9145284648188758,-0.695981771888179,1.1465029276422467,-0.43841183306271236
France,Male,2,0,0,0,-0.27448754348178295,-0.18325053060976135,-1.7333154938995745,-1.2258476714090278,0.20891684788112136
Germany,Male,2,1,0,1,-0.5745440391005705,0.6749317857019538,-0.004425957213915414,1.0557814781225447,-0.8984694963501876
Germany,Female,1,1,0,0,-0.5641972633895778,-1.1367864376227783,-1.0417596792253108,1.194687468706466,1.2212354382360298
Germany,Female,1,1,0,1,-2.271415255703369,0.48422460429935044,-1.0417596792253108,0.9994154185439159,-1.0851072065985912
Spain,Female,1,1,1,1,-0.036511702128951426,-1.23214002832408,1.03290776479748,0.5364635651433635,0.6347333080871502
France,Female,1,1,0,0,-0.10893913210590014,-0.7553720748175714,1.378685672134612,0.9996380350855337,-0.8946548712518058
Germany,Female,2,0,1,0,1.0498997475252794,0.5795781950006521,-0.695981771888179,0.4638343174239117,-0.1793986671595729
Germany,Female,2,1,0,1,0.615335167663587,0.1981638321954454,1.378685672134612,1.1646842401675794,-1.0078487456383136
Germany,Male,1,1,1,1,-0.12963268352788548,-1.1367864376227783,-0.35020386455104724,0.9393514241454506,1.5029918521330827
Germany,Male,2,1,0,0,0.09799638211395333,-1.0414328469214764,-1.0417596792253108,1.5130257575273445,-1.0143237139641261
Spain,Female,1,1,1,0,-0.42968917914667304,0.5795781950006521,-0.35020386455104724,0.20252512967386774,1.724410520046758
Spain,Female,1,1,1,1,-0.5641972633895778,1.4377605113123673,-1.7333154938995745,0.026290720461318834,0.9284451816819309
France,Female,1,1,0,0,0.5636012891086236,-0.08789693990845966,-0.695981771888179,0.7598218413579083,-1.3722206499621095
France,Male,2,0,1,0,-2.1369071714604644,-0.27860412131106305,0.6871298574603482,-1.2258476714090278,0.6721478299186703
Germany,Male,1,1,0,1,0.7912303547504624,1.8191748741175742,-0.004425957213915414,0.4876655063532165,-1.2904245292515344
France,Male,1,1,0,0,-1.5988748344888453,-0.6600184841162697,-0.35020386455104724,0.8231513591800356,-0.5846362882972284
France,Female,2,0,1,0,-0.99876184325127,-1.6135543911292867,1.03290776479748,-1.2258476714090278,0.7404300886827279
France,Male,1,0,0,0,-1.1746570303381456,-1.23214002832408,0.6871298574603482,0.4794006468729022,0.06039182784505576
France,Female,1,1,1,1,1.950069234381642,1.1516997392084622,-0.695981771888179,-1.2258476714090278,-0.5388679166069597
Spain,Female,2,1,0,0,0.5118674105536603,0.38887101359804876,-1.7333154938995745,-1.2258476714090278,-0.7062523513155015
Spain,Female,1,1,0,0,-1.9920523115065667,-0.3739577120123647,-0.004425957213915414,1.442545424559523,0.6120493565858545
France,Female,2,1,1,0,2.063883767202561,-1.0414328469214764,-1.0417596792253108,-1.2258476714090278,-1.066232663495447
Spain,Male,1,0,0,0,0.5015206348426676,-0.7553720748175714,0.3413519501232164,0.6091549980450671,0.6661044565919092
Germany,Female,2,0,1,0,-0.367608524880717,0.48422460429935044,1.378685672134612,0.7952505667771783,0.1848064766468618
Germany,Male,1,0,0,1,2.063883767202561,1.1516997392084622,-0.35020386455104724,0.7683412113264083,0.3209183584849971
France,Female,2,1,0,0,-0.4814230577016364,0.10281024149414371,-1.3875375865624426,-1.2258476714090278,0.40198031558316516
Spain,Male,1,0,0,0,0.18077058780189473,-0.4693113027136664,-1.7333154938995745,-1.2258476714090278,-0.0018324508315955038
Spain,Female,2,1,0,0,-0.5848908148115631,-0.08789693990845966,1.7244635794717436,-1.2258476714090278,-0.7261182413524047
France,Male,1,1,1,0,-1.8678910029746547,-0.8507256655188732,-0.695981771888179,0.39514629603630147,-0.8552534821925829
Germany,Male,1,0,1,0,0.522214186264653,0.1981638321954454,-1.7333154938995745,1.1917605980923351,0.47877344688290246
Spain,Male,1,0,1,0,0.13938348495792402,-0.3739577120123647,-1.3875375865624426,0.6176625079530345,1.2098492944234327
France,Female,1,1,0,0,-1.795463572997706,-0.8507256655188732,0.3413519501232164,0.8782947106261925,1.6355087319525308
France,Female,2,1,0,0,1.09128685036925,0.2935174228967471,1.378685672134612,-1.2258476714090278,-1.1201441303551614
France,Female,1,0,1,0,-0.26414076777079026,0.10281024149414371,0.6871298574603482,1.0382646495292127,1.3442958316580575
Spain,Male,1,1,1,0,0.5429077376866382,3.2494787346370995,-0.004425957213915414,0.9820716827259233,1.0361622163866848
France,Male,2,1,0,0,-0.0468584778399441,-0.8507256655188732,0.6871298574603482,-1.2258476714090278,0.9299069010864529
France,Male,1,1,0,0,-0.005471374995973408,-0.5646648934149681,-1.7333154938995745,0.3458502749748752,-0.8290771237771284
France,Female,2,0,1,0,0.13938348495792402,-0.7553720748175714,1.378685672134612,0.6095699398926188,-0.3628774915285395
Germany,Female,1,0,0,1,0.32562544775579216,-0.9460792562201749,0.3413519501232164,0.39309498637743284,-1.173763635891988
France,Female,1,0,1,0,0.7705368033284771,0.48422460429935044,1.7244635794717436,-1.2258476714090278,-0.10977032584609765
Germany,Male,1,1,0,1,-1.0091086189622627,0.6749317857019538,-0.695981771888179,0.0930407438494728,0.216662604383028
France,Male,1,0,0,0,-0.7711327776094312,0.0074566507928420294,1.378685672134612,0.13196866793911377,1.5819316555775764
Spain,Female,2,0,1,0,-0.4400359548576657,1.6284676927149706,-0.004425957213915414,-1.2258476714090278,0.9341400794333102
France,Female,1,1,0,0,2.063883767202561,0.0074566507928420294,-1.7333154938995745,0.44716660505627553,0.10079586668853673
France,Male,1,1,0,0,-0.2434472163488049,-0.7553720748175714,1.03290776479748,0.8277335095939005,-0.06883905249934408
France,Male,1,0,0,0,0.17042381209090204,0.48422460429935044,-1.0417596792253108,0.742392681049864,-1.4775326119707006
Spain,Male,1,1,0,0,-1.0608424975172261,0.48422460429935044,1.03290776479748,-1.2258476714090278,-1.4450341345461803
France,Male,1,1,1,0,1.277528813167118,3.5355395067410043,-0.35020386455104724,0.5773766069324147,0.748473718767783
Germany,Male,1,1,0,1,1.4844643273869715,1.7238212834162723,-0.695981771888179,0.6502289520067495,-0.11743331070435076
Germany,Female,1,1,1,0,-1.5885280587778525,1.533114102013669,0.6871298574603482,0.8861832535912306,-1.5670550135023225
France,Female,1,1,0,0,-0.6573182447885119,-0.27860412131106305,-1.3875375865624426,-0.09138047282339916,-1.2087167446648588
France,Female,2,1,1,0,2.063883767202561,-0.9460792562201749,1.7244635794717436,-1.2258476714090278,1.7334300208548892
France,Male,2,1,0,0,0.7394964761954991,0.6749317857019538,-0.004425957213915414,-1.2258476714090278,1.3879634381655959
Spain,Female,2,1,0,0,-0.9884150675402774,-0.3739577120123647,-1.3875375865624426,-1.2258476714090278,0.02741828291956557
Germany,Male,2,0,1,0,-0.42968917914667304,-0.08789693990845966,0.3413519501232164,1.0300009119465159,1.2405299257077111
Spain,Female,2,0,0,0,0.8636577847274112,0.0074566507928420294,0.3413519501232164,0.2506699235081939,0.22402423785797884
Germany,Female,2,1,1,0,0.6981093733515285,0.0074566507928420294,0.6871298574603482,0.26705732174243213,1.5764196901142722
Spain,Female,3,0,1,1,-0.05720525355093678,0.9609925578058589,-0.004425957213915414,0.53925869292293,1.5232707309382159
Spain,Female,2,1,0,0,-0.5435037119675924,-1.518200800427985,0.3413519501232164,-1.2258476714090278,0.9240332444071829
Germany,Male,1,0,1,1,-0.23310044063781224,1.0563461485071606,-0.35020386455104724,0.7331091385324554,-1.4932364446738857
Germany,Male,2,1,1,1,-0.22275366492681956,0.10281024149414371,-1.0417596792253108,0.7238106908038366,-0.6127970794802781
Germany,Male,1,0,1,1,0.9153916632823745,1.8191748741175742,-1.3875375865624426,0.5467146642207058,1.0439037995284073
France,Female,4,1,1,1,0.025568952137004615,2.0098820555201775,-1.0417596792253108,0.7091274550512575,0.661997000720601
France,Male,2,1,1,0,0.6256819433745797,-1.0414328469214764,1.03290776479748,-1.2258476714090278,-0.6225931730626889
Spain,Male,3,1,1,1,1.3706497945660523,-0.08789693990845966,-1.3875375865624426,-1.2258476714090278,-0.3462445645143431
France,Male,1,1,0,0,0.3152786720447995,-0.08789693990845966,0.3413519501232164,1.237879084557564,0.02138012629303429
France,Male,1,1,0,0,0.6360287190855723,-0.4693113027136664,1.03290776479748,0.6026582492106346,-0.1268637136006195
France,Female,2,1,1,0,-0.99876184325127,0.8656389671045572,0.6871298574603482,-1.2258476714090278,-0.6326495799865903
France,Female,2,1,0,0,-0.40899562772468767,-0.18325053060976135,0.3413519501232164,-1.2258476714090278,0.18593432723664646
Germany,Male,1,0,0,0,-0.936681188985314,0.1981638321954454,-0.35020386455104724,1.2188041004439936,-1.5530212204328546
Spain,Male,2,1,0,0,-0.0468584778399441,-0.6600184841162697,-1.3875375865624426,-1.2258476714090278,1.446747129150376
France,Male,1,1,0,0,0.3049318963338068,-0.4693113027136664,-0.695981771888179,1.070724032495958,-0.5836484191636226
France,Male,1,0,1,0,-0.20206011350483422,-1.23214002832408,-1.3875375865624426,1.1645092241391797,0.4105144893798734
France,Male,1,1,1,0,0.9878190932593233,-0.27860412131106305,1.378685672134612,0.8121120468905424,0.9670007697438189
Germany,Male,2,0,1,0,0.035915727847997285,0.38887101359804876,1.378685672134612,0.131218438974885,-0.313156599963802
Germany,Male,2,1,0,0,0.3773593263107555,-0.5646648934149681,1.378685672134612,0.953236509878406,0.3766061117731187
Germany,Male,2,1,1,0,0.5946416162416017,-0.6600184841162697,-0.695981771888179,1.205327545715059,1.2645328329172272
Germany,Female,1,0,0,0,0.2945851206228141,-0.6600184841162697,-1.7333154938995745,0.18990778824919052,1.0345511254655695
France,Female,1,1,1,0,-0.15032623494987085,0.5795781950006521,0.6871298574603482,1.0156914283718008,0.14454259314956744
France,Male,1,0,1,0,0.4601335319986969,0.5795781950006521,1.378685672134612,-0.5345239416104217,-0.39577174261052955
France,Male,1,1,0,0,0.2738915692008288,0.2935174228967471,-0.004425957213915414,0.3701339091863886,-1.375161825551936
France,Female,1,1,1,0,0.7188029247735137,-0.4693113027136664,0.3413519501232164,0.5486318269786862,-1.5770396038530539
France,Female,2,0,0,1,1.339609467433074,-0.18325053060976135,-0.695981771888179,-1.2258476714090278,1.4270556507911714
Spain,Female,2,0,0,0,0.025568952137004615,-0.27860412131106305,-0.695981771888179,-1.2258476714090278,0.18146048511916593
France,Female,1,1,0,0,0.24285124206785078,-1.0414328469214764,-0.695981771888179,-1.2258476714090278,-0.8442924994487526
Germany,Male,2,1,0,0,-0.3158746463257536,0.10281024149414371,-0.004425957213915414,0.5082391854132733,-0.8758474496916245
France,Male,2,1,1,0,-0.2848343191927756,0.10281024149414371,0.3413519501232164,-1.2258476714090278,-0.5907246991359776
France,Female,1,1,1,0,-1.0711892732282189,-0.9460792562201749,0.3413519501232164,0.44819762896716725,-1.0942891206738914
France,Male,2,1,0,0,-1.2470844603150943,0.0074566507928420294,-1.0417596792253108,-1.2258476714090278,1.7012148102528724
France,Female,1,0,1,0,0.9878190932593233,-0.4693113027136664,-0.35020386455104724,-1.2258476714090278,-0.6072872006970657
France,Female,2,0,0,0,-1.4333264231129623,-0.7553720748175714,0.6871298574603482,-1.2258476714090278,-0.8827381890257896
France,Male,2,1,1,0,-0.21240688921582687,0.10281024149414371,1.03290776479748,-1.2258476714090278,-1.0015095854084959
Spain,Male,1,1,1,0,-0.8332134318753873,-1.7089079818305883,0.6871298574603482,0.634896778617733,0.8346264797306652
France,Male,1,0,0,0,-0.4710762819906437,0.0074566507928420294,0.3413519501232164,0.5558845745365257,-1.5728149461165728
